time,3300,1100,370,120,41,14,4.6,1.5,0.51,0.17,0.056,0
0.16,6.9973,6.8127,7.031,6.7483,7.051,7.4691,7.4317,7.2374,7.6494,7.4891,7.5732,7.4131
0.24,6.9993,6.8141,7.0286,6.7503,7.0533,7.4669,7.4302,7.2395,7.6468,7.4868,7.5713,7.4153
0.32,7.0315,6.7935,7.0121,6.7741,7.079,7.4637,7.4733,7.2625,7.6087,7.4725,7.5925,7.4359
0.4,7.0619,6.7713,6.9976,6.7961,7.1027,7.4624,7.5181,7.2836,7.573,7.4603,7.616,7.4545
0.48,7.1627,6.8908,6.7228,6.8487,7.1905,7.2687,7.444,7.4969,7.5033,7.4603,7.5428,7.5859
0.56,7.1378,6.9951,6.7869,6.7836,7.1311,7.2425,7.4323,7.4655,7.4933,7.5609,7.4963,7.4776
0.64,7.1496,7.0459,6.8659,6.7635,7.0775,7.2115,7.4147,7.4787,7.5329,7.6599,7.4728,7.4156
0.72,7.1215,6.9832,6.9102,6.8688,7.0478,7.264,7.3818,7.5586,7.6276,7.6407,7.4622,7.4597
0.8,7.0846,6.9744,6.9201,6.9336,7.0268,7.3146,7.3612,7.6249,7.6143,7.6193,7.4671,7.475
0.88,7.0712,6.9949,6.8087,6.9141,7.0521,7.3098,7.3323,7.5532,7.5291,7.5254,7.4848,7.4842
0.96,7.0341,6.9322,6.721,6.9178,7.036,7.3155,7.3448,7.4325,7.5644,7.3979,7.5166,7.4671
1.04,6.9728,7.0122,6.7969,6.9108,6.9281,7.2212,7.425,7.4112,7.5175,7.512,7.5789,7.2482
1.12,6.9598,7.1687,6.8678,6.852,6.8633,7.1529,7.4387,7.4715,7.3825,7.6886,7.6138,7.0938
1.2,6.9988,7.0667,6.9485,6.9077,6.9482,7.0967,7.3785,7.3961,7.4175,7.6169,7.5632,7.3069
1.28,7.0287,6.9472,7.0368,7.0404,7.0356,7.0353,7.351,7.2967,7.4672,7.5189,7.5011,7.5062
1.36,7.0782,7.0352,6.9176,7.0365,7.0464,7.1519,7.3659,7.3494,7.4546,7.546,7.4314,7.5163
1.44,7.1293,7.1125,6.8061,6.9979,7.0641,7.258,7.4079,7.3793,7.4561,7.588,7.3872,7.4919
1.52,7.1321,7.0395,6.8726,6.9451,7.012,7.2963,7.3715,7.4503,7.4352,7.5361,7.5227,7.4917
1.6,7.0937,6.9848,6.9367,6.8773,6.9463,7.3654,7.3149,7.5388,7.4509,7.4946,7.6378,7.5393
1.68,7.091,6.9376,6.9126,6.9083,6.9415,7.3004,7.3569,7.4913,7.5982,7.5003,7.6078,7.4465
1.76,7.0897,6.8729,6.8429,6.9497,6.9697,7.1731,7.3512,7.4595,7.7383,7.484,7.5841,7.3493
1.84,7.0831,6.8955,6.7718,6.9992,7.0609,7.1582,7.3489,7.4649,7.7206,7.5517,7.6291,7.4694
1.92,7.1204,6.9321,6.7549,7.0645,7.109,7.2116,7.4259,7.4622,7.6683,7.6179,7.7099,7.5693
2,7.2019,6.9287,6.7691,7.0472,7.1283,7.2691,7.4759,7.4556,7.6514,7.6025,7.5516,7.5779
2.08,7.2505,6.9496,6.7856,7.012,7.1533,7.2951,7.4639,7.4477,7.6156,7.5707,7.3902,7.6057
2.16,7.1599,6.9656,6.7749,6.9202,7.1229,7.2587,7.3947,7.4033,7.5522,7.541,7.4726,7.5691
2.24,7.0871,6.92,6.774,6.8616,7.0814,7.2027,7.3369,7.3497,7.536,7.5623,7.5281,7.5402
2.32,7.0922,6.8872,6.8392,6.8325,7.017,7.1938,7.3336,7.4141,7.5884,7.5878,7.5606,7.5035
2.4,7.0963,6.9244,6.8555,6.7881,6.973,7.1876,7.3606,7.4843,7.6161,7.573,7.5874,7.4727
2.48,7.0771,7.0214,6.862,6.8312,6.9091,7.1329,7.4187,7.4728,7.5284,7.6149,7.5968,7.4661
2.56,7.067,7.0664,6.9107,6.896,6.829,7.1179,7.4466,7.4676,7.4973,7.725,7.6128,7.4214
2.64,7.0713,6.9365,6.8971,6.9147,6.9452,7.117,7.4101,7.4217,7.6854,7.681,7.5533,7.4283
2.72,7.0304,6.8536,6.8897,6.8549,7.1183,7.1174,7.3979,7.3614,7.793,7.564,7.4916,7.4549
2.8,7.0986,6.949,6.9545,6.8768,7.0506,7.1851,7.2608,7.4315,7.627,7.5331,7.4456,7.3822
2.88,7.2271,6.9937,6.976,6.9723,6.9374,7.2288,7.1419,7.5169,7.522,7.5111,7.4371,7.3291
2.96,7.1874,6.8987,6.9647,6.8452,6.9853,7.2276,7.2197,7.514,7.5613,7.5549,7.4264,7.4301
3.04,7.1165,6.8294,6.972,6.6838,7.0601,7.1856,7.2842,7.5129,7.5857,7.6277,7.3917,7.5151
3.12,7.0843,6.8651,6.9081,6.783,7.0273,7.1904,7.3111,7.4219,7.6661,7.5608,7.5085,7.5079
3.2,7.093,6.8772,6.8663,6.9121,6.9954,7.2463,7.3109,7.3428,7.7485,7.4682,7.6709,7.4777
3.28,7.1795,6.8169,6.9367,6.9111,7.0938,7.1674,7.2506,7.4165,7.6557,7.4652,7.6107,7.5345
3.36,7.1981,6.8094,7.0053,6.9573,7.1785,7.127,7.2402,7.5063,7.5525,7.4635,7.4724,7.6157
3.44,7.132,6.8205,7.0003,6.9869,6.9062,7.1862,7.3275,7.5143,7.5553,7.4457,7.3794,7.4623
3.52,7.1147,6.8334,6.957,6.9487,6.6532,7.2038,7.369,7.4529,7.5702,7.4593,7.3806,7.3661
3.6,7.1246,6.8617,6.9322,6.9323,6.6509,7.2053,7.3496,7.411,7.5714,7.4808,7.4299,7.4157
3.68,7.0877,6.8416,6.9449,6.8425,6.959,7.1558,7.2502,7.2524,7.6541,7.4452,7.5144,7.4807
3.76,7.0762,6.9266,6.9434,6.8418,6.9854,7.1903,7.2947,7.3846,7.4813,7.4356,7.4597,7.4684
3.84,7.0751,7.0432,6.9521,6.852,7.0286,7.2427,7.3908,7.5758,7.3241,7.424,7.4309,7.483
3.92,7.1064,7.0349,6.9527,6.8853,7.0318,7.2554,7.4415,7.5978,7.4432,7.4685,7.4617,7.4373
4,7.1058,6.9944,6.9624,6.8848,7.0563,7.2813,7.5031,7.5663,7.6126,7.5333,7.4804,7.4305
4.08,7.001,6.873,6.9193,6.8574,7.1291,7.2448,7.4785,7.5973,7.6624,7.5844,7.5145,7.41
4.16,6.9168,6.7977,6.8639,6.8677,7.1194,7.208,7.3669,7.6492,7.6373,7.651,7.5686,7.3631
4.24,6.9355,6.8618,6.9326,6.9322,7.0337,7.1504,7.376,7.5008,7.6237,7.6004,7.6301,7.4218
4.32,6.971,6.9039,7.0027,6.9876,7.0344,7.0724,7.4345,7.3676,7.6574,7.4941,7.6591,7.5013
4.4,6.9804,6.9037,7.0012,6.9841,7.0676,7.0594,7.4231,7.378,7.6748,7.4616,7.6315,7.5212
4.48,7.0494,6.8633,6.8611,6.8148,7.042,7.2461,7.2727,7.4837,7.7238,7.6314,7.5648,7.5102
4.56,7.1211,6.8465,6.9326,6.8538,7.097,7.2096,7.3193,7.5367,7.555,7.6679,7.5542,7.4851
4.64,7.1437,6.8824,6.9941,6.8647,7.1263,7.2034,7.3491,7.6331,7.4411,7.6887,7.5358,7.4716
4.72,7.1024,6.9373,6.8908,6.9113,7.0779,7.208,7.3586,7.549,7.5067,7.6629,7.5351,7.4142
4.8,7.0858,6.973,6.7838,6.9504,7.0583,7.1984,7.3401,7.4492,7.5729,7.5843,7.5247,7.3637
4.88,7.0441,7.0234,6.8321,6.9974,7.0237,7.2576,7.3014,7.4444,7.5642,7.5331,7.4991,7.3293
4.96,7.0169,7.0261,6.9341,7.0559,6.9373,7.3211,7.3296,7.405,7.5081,7.5552,7.4601,7.3012
5.04,7.027,6.9899,7.0483,6.9885,6.9554,7.2959,7.3933,7.356,7.5834,7.6545,7.5853,7.3386
5.12,7.0247,6.9652,7.0896,6.9212,7.0355,7.2416,7.372,7.362,7.6876,7.7283,7.7123,7.3959
5.2,7.0419,6.9231,6.9539,6.8835,7.0153,7.233,7.4544,7.4123,7.5957,7.8454,7.5131,7.5038
5.28,7.0177,6.9108,6.8652,6.8463,6.977,7.2388,7.5466,7.4608,7.5505,7.9708,7.3713,7.5919
5.36,6.9899,6.9254,6.8671,6.8974,7.0554,7.1881,7.4748,7.5456,7.6194,7.7551,7.5138,7.5309
5.44,7.0061,6.9275,6.873,6.939,7.135,7.1623,7.4603,7.6202,7.6501,7.5479,7.6271,7.4649
5.52,7.0636,6.9152,6.8988,6.8929,7.1513,7.2302,7.439,7.541,7.6741,7.5365,7.5668,7.4875
5.6,7.1122,6.93,6.8873,6.8322,7.1725,7.3026,7.3636,7.4588,7.6805,7.5202,7.5082,7.5483
5.68,7,6.9748,6.9362,6.8936,7.1005,7.2666,7.2606,7.3995,7.701,7.6334,7.4763,7.4999
5.76,6.8867,6.9706,7.0219,6.9777,6.9722,7.2074,7.2328,7.3512,7.7165,7.7036,7.4621,7.4172
5.84,6.9704,6.9061,6.9759,6.826,7.0059,7.2045,7.403,7.4663,7.5596,7.5071,7.4717,7.568
5.92,7.0803,6.8812,6.9281,6.6783,7.1292,7.1788,7.4979,7.5559,7.4499,7.4233,7.4388,7.7132
6,7.0646,6.9411,7.0458,6.6799,7.1877,7.1478,7.5076,7.5664,7.4857,7.5343,7.4359,7.5477
6.08,7.0521,6.9848,7.1517,6.6813,7.2016,7.1577,7.5392,7.5997,7.5461,7.5514,7.4828,7.3718
6.16,7.0522,7.034,7.0605,6.7097,7.1448,7.2234,7.4724,7.6129,7.6317,7.4771,7.5988,7.2936
6.24,7.0445,7.0673,6.961,6.7515,7.0735,7.2539,7.4124,7.6226,7.6256,7.4397,7.6802,7.2703
6.32,7.0528,7.0155,6.9484,6.761,7.0657,7.2369,7.4052,7.5853,7.5805,7.4087,7.6939,7.3586
6.4,7.0341,6.9848,6.9389,6.74,7.1002,7.2809,7.4065,7.5351,7.5727,7.3984,7.7108,7.461
6.48,7.0654,7.0009,6.861,6.7775,7.1329,7.2188,7.3732,7.4815,7.5992,7.5111,7.6128,7.4907
6.56,7.0853,7.0197,6.8184,6.8626,7.127,7.0755,7.3364,7.4605,7.5888,7.5968,7.5109,7.4915
6.64,7.0636,7.0467,6.9169,6.9078,7.0731,7.1446,7.2999,7.3894,7.4603,7.5149,7.5652,7.4093
6.72,7.0973,7.0678,7.0059,6.9193,7.0472,7.2872,7.2516,7.2749,7.4825,7.4288,7.6983,7.2948
6.8,7.1458,6.9942,7.0257,6.9853,7.0802,7.2049,7.2672,7.3233,7.6455,7.4586,7.7217,7.4103
6.88,7.1543,6.9272,7.0242,7.0692,7.0888,7.1,7.3025,7.3831,7.6702,7.5073,7.6914,7.5879
6.96,7.1332,6.9241,7.0103,7.0231,7.0554,7.1285,7.2869,7.3641,7.7022,7.53,7.7416,7.4848
7.04,7.1266,6.901,7.0086,6.9841,7.0394,7.1643,7.2884,7.4063,7.7348,7.549,7.7656,7.3673
7.12,7.0908,6.9315,6.9882,6.9456,6.9456,7.1697,7.3663,7.468,7.5919,7.5538,7.6784,7.3658
7.2,7.0771,6.997,6.9715,6.8764,6.8476,7.1655,7.3892,7.4958,7.5081,7.5569,7.6033,7.3593
7.28,7.0438,6.9903,7,6.8449,7.0155,7.1363,7.258,7.5058,7.6562,7.5764,7.6188,7.4012
7.36,6.9887,6.9574,6.9988,6.8545,7.1724,7.1227,7.1664,7.5061,7.7952,7.5814,7.6561,7.4289
7.44,7.0415,6.9437,6.9563,6.9473,7.1547,7.1516,7.2454,7.5083,7.6881,7.4722,7.5983,7.396
7.52,7.0844,6.9369,6.9756,7.0081,7.1602,7.1388,7.3045,7.4776,7.5923,7.4119,7.4991,7.35
7.6,7.0735,6.9365,7.0112,7,7.1637,7.1081,7.2874,7.4449,7.607,7.4448,7.4666,7.3253
7.68,7.0163,6.8657,6.9733,6.645,6.9202,7.3359,7.2983,7.4585,7.4932,7.6402,7.5881,7.434
7.76,7.0163,6.9516,6.8916,6.7156,6.9856,7.6267,7.282,7.51,7.6375,7.5299,7.619,7.357
7.84,7.0551,7.0277,6.8151,6.8202,7.022,7.9459,7.2396,7.5372,7.7637,7.4567,7.6562,7.2839
7.92,6.9881,7.0235,6.9107,6.7798,7.0286,7.809,7.2308,7.4961,7.6989,7.4935,7.5918,7.3026
8,6.9053,6.9818,6.9888,6.7337,7.056,7.6516,7.2453,7.4867,7.6275,7.5083,7.4904,7.3115
8.08,7.1541,6.9021,6.9506,6.7784,7.2792,7.3763,7.2956,7.5414,7.5437,7.5962,7.4839,7.3587
8.16,7.4263,6.9021,6.9084,6.7984,7.5469,7.201,7.3688,7.6028,7.4545,7.681,7.4723,7.4001
8.24,7.7925,7.2113,7.1209,7.1377,7.646,7.1091,7.4131,7.6051,7.5807,7.5814,7.4608,7.4718
8.32,8.2393,7.4446,7.3789,7.5835,7.7205,6.9397,7.4434,7.5931,7.754,7.4742,7.4443,7.5627
8.4,8.2768,7.3914,7.3814,7.619,7.7255,6.9262,7.4562,7.5933,7.7793,7.4598,7.4212,7.5772
8.48,7.2774,7.9615,8.4553,7.2845,7.6458,6.713,7.602,7.6996,8.0116,7.6922,7.4341,8.7908
8.56,7.0797,7.91,7.9498,7.3811,7.5793,6.867,7.8325,7.927,8.3303,8.1416,7.5481,8.278
8.64,6.8792,7.8176,7.548,7.4284,7.4497,7.0278,8.0961,8.2214,8.7366,8.7012,7.6568,7.8503
8.72,6.9574,7.6335,7.1629,7.1738,7.4245,7.1171,7.9799,7.7922,8.2938,8.4754,7.8904,7.7709
8.8,7.0033,7.4195,6.819,6.9598,7.4349,7.2237,7.84,7.4464,7.8616,8.2327,8.0996,7.6923
8.88,7.102,7.1364,6.8012,7.0863,7.4244,7.1547,7.4859,7.4802,7.6417,8.0085,8.3739,7.5082
8.96,7.2179,6.8851,6.7075,7.1794,7.4045,7.0447,7.1156,7.454,7.4729,7.8039,8.7763,7.3777
9.04,7.3129,6.8295,6.6766,6.9424,7.4869,7.2305,7.2923,7.2671,7.9068,7.5595,8.1756,7.6196
9.12,7.4092,6.7949,6.6704,6.7166,7.6056,7.145,7.5881,7.0736,8.3104,7.349,7.5358,7.7866
9.2,7.4004,7.091,7.0136,6.7103,7.6106,6.9883,7.687,7.4621,7.92,7.1409,7.3919,7.8268
9.28,7.3711,7.4116,7.3936,6.6675,7.5028,6.8499,7.7273,7.9637,7.6014,6.8894,7.3635,7.9054
9.36,7.401,7.1732,7.2829,6.6697,7.2368,6.9258,7.7377,7.5332,7.5715,6.987,7.3733,7.7575
9.44,7.4383,6.8878,7.0628,6.6589,7.1117,7.3311,7.7349,7.0675,7.541,7.0773,7.3308,7.6301
9.52,7.348,6.9218,6.9191,6.8905,7.1293,7.1365,7.7511,7.1501,7.4778,7.1365,7.5615,7.5868
9.6,7.1424,6.9413,6.6283,7.0502,6.919,7.0142,7.6979,7.2728,7.3373,7.2886,7.7833,7.4673
9.68,7.3344,6.7585,6.7107,7.0888,6.8432,6.8884,7.7077,7.5264,7.5096,7.3303,7.5558,7.5257
9.76,7.403,6.7642,7.1758,7.0818,6.6747,6.6227,7.7712,7.8453,7.5381,7.2928,7.3835,7.6293
9.84,7.183,6.8289,6.9476,6.7659,6.9027,6.646,7.6022,7.7798,7.5397,7.3687,7.4122,7.6752
9.92,7.244,6.3121,6.48,6.5246,7.4577,6.9436,7.25,7.6718,7.775,7.3141,7.3767,7.5362
10,7.2366,6.4794,6.9017,6.5998,7.4118,7.1333,7.3051,7.6768,7.9102,7.3964,7.4545,7.7527
10.08,7.2342,7.1525,7.5636,6.8842,7.3064,7.2556,7.2887,7.755,7.8526,7.5587,7.6425,7.8471
10.16,7.2166,7.2023,7.3528,6.6699,6.984,7.2843,7.2547,7.7661,7.8757,7.6655,7.6591,7.5006
10.24,7.2,7.3796,7.3011,6.5794,6.8892,7.1815,7.64,7.6806,7.8404,7.6684,7.5509,7.3817
10.32,7.2179,7.3239,7.2326,6.8347,6.9491,7.2496,7.4484,7.7905,7.4849,7.7139,7.6259,7.3348
10.4,7.3026,7.4091,7.2648,6.9334,6.9689,7.5949,7.3333,7.6753,7.5956,7.6903,7.6754,7.4756
10.48,7.2652,7.409,7.0684,7.0505,7.2867,7.6633,7.4069,7.837,7.62,7.2135,7.5768,7.4596
10.56,7.09,7.3407,6.7663,7.0323,7.475,7.4051,7.2196,8.0414,7.5024,7.5091,7.2841,7.7366
10.64,7.1107,7.1303,6.6785,6.7379,7.4099,7.2651,7.3804,7.5908,7.3442,7.5706,7.2553,7.6402
10.72,7.4015,6.9043,6.3094,6.5463,7.2667,7.2221,7.8909,7.2307,7.4031,7.0864,7.5883,7.0785
10.8,7.2898,7.0998,6.5445,6.6036,7.2322,7.2122,7.8111,7.0925,7.6243,7.6456,7.6597,7.1826
10.88,6.9053,7.2204,7.2557,6.6926,7.4324,7.4009,7.512,7.299,7.3988,8.2197,7.7745,7.4657
10.96,7.0931,7.2457,7.215,7.075,7.3619,7.1229,7.5477,7.4927,7.2216,7.7577,7.6539,7.4181
11.04,7.5684,7.3068,7.1168,7.6498,7.156,6.7778,7.6081,7.6647,7.1295,7.5984,7.4109,7.2093
11.12,7.3875,7.3774,7.0864,7.6536,7.1397,6.914,7.5719,7.5247,7.4582,7.4863,7.4337,7.1834
11.2,6.9013,7.5022,7.0323,7.6129,7.1917,6.8012,7.4895,7.2513,7.9928,7.4756,7.5559,7.2735
11.28,6.7956,7.2269,6.9536,7.3066,7.0502,6.8753,7.4444,7.3882,7.6833,7.4631,7.7836,7.1533
11.36,6.9131,7.1164,6.719,6.8086,6.889,7.1473,7.4694,7.5954,7.514,7.21,7.9236,7.1392
11.44,6.9747,7.3418,7.4277,7.0716,7.0188,7.1722,7.3509,7.4997,7.4911,7.3625,7.5719,7.0968
11.52,6.9997,7.1157,8.4643,7.6003,7.1097,7.0844,7.3213,7.4085,7.3584,7.7034,7.3134,7.194
11.6,7.0006,6.8397,8.4248,7.6378,7.057,6.9505,7.4086,7.4507,7.3719,7.7606,7.3503,7.3668
11.68,7.0368,7.1681,7.0474,7.2108,7.1612,6.519,7.1403,7.445,7.1991,7.2692,7.2766,7.5821
11.76,7.2774,7.304,7.2994,7.1136,7.0705,6.5561,7.1584,7.3352,7.4447,7.4043,7.2845,7.2533
11.84,7.2406,7.3886,7.5991,6.963,7.0335,6.6032,7.3112,7.075,7.6815,7.4174,7.4857,6.8315
11.92,7.1787,7.1644,7.3664,6.8102,7.2275,6.7567,7.6679,7.1763,7.3352,7.3601,7.5895,6.9471
12,7.0871,6.8847,7.0882,6.5603,7.4839,7.0276,7.9869,7.4025,6.9597,7.2968,7.6458,7.0428
12.08,7.021,6.9175,7.1573,6.7423,7.3325,7.104,7.7205,7.4655,6.8735,7.2102,7.2988,6.9785
12.16,7.3888,6.8786,7.3538,7.0722,6.9031,7.1367,7.4112,7.6053,7.03,7.3569,6.8701,7.2095
12.24,7.3461,7.094,7.3829,6.9823,6.923,6.9598,7.6418,7.5097,7.1274,7.4535,6.8614,6.9921
12.32,7.1394,7.6499,7.3202,6.8123,7.2655,7.3363,7.9548,7.2491,7.0704,7.4687,6.9744,6.5932
12.4,7.191,7.8341,7.3317,6.7926,7.4036,7.9065,7.9583,7.1395,7.011,7.5046,6.9787,6.533
12.48,7.0734,7.3291,7.0494,6.7211,6.7084,7.3677,7.339,7.3537,7.0844,7.0407,7.3336,6.8423
12.56,6.8957,7.1895,7.1543,6.6144,6.6528,7.1404,7.2422,7.3196,7.2171,7.0416,7.321,6.9336
12.64,7.1939,6.8934,7.5534,6.7682,6.9617,6.8381,7.1397,7.4448,7.3353,7.1134,7.5629,7.1308
12.72,7.2266,6.8637,7.4479,6.6983,7.1762,6.7749,7.2617,7.3507,7.3416,7.1371,7.4657,6.9473
12.8,7.1501,6.7847,7.2133,6.585,7.2965,6.7286,7.7675,7.1928,7.3379,7.0938,7.1968,7.0048
12.88,7.1554,6.8611,7.1698,6.6039,7.2551,6.9125,7.9278,7.3356,7.5155,7.0862,7.132,7.0433
12.96,7.0699,7.1077,7.1781,6.4504,6.9857,7.0777,7.7029,7.362,7.8363,6.9748,7.2695,6.8581
13.04,6.8928,7.2206,6.8064,6.3912,6.7879,7.1887,7.6464,7.2691,7.6455,6.7464,7.0793,6.7486
13.12,6.5035,7.3903,6.3755,6.2352,6.8352,7.2895,7.7572,7.41,7.4278,6.8071,6.762,7.2395
13.2,6.6756,7.0997,6.6032,6.5554,6.9311,7.2395,7.536,7.4237,6.9485,6.8623,6.7211,7.3033
13.28,7.0274,6.8054,6.7014,6.8575,6.9195,7.2364,7.1426,7.2207,6.3968,6.9894,6.7504,7.0362
13.36,6.9563,6.6734,6.6925,6.7861,7.0617,7.1922,7.161,7.0989,6.7246,7.0855,6.8029,6.8952
13.44,6.9015,6.4027,6.719,6.9224,7.0522,7.1322,7.2648,7.1056,6.9449,6.912,6.7473,6.5756
13.52,6.9206,6.5576,6.6888,6.8673,6.9974,7.1109,7.2348,7.1238,6.9871,6.8012,6.7577,6.5983
13.6,6.986,6.7429,6.762,6.8676,7.07,7.0939,7.1382,7.1764,7.1017,6.5631,6.7733,6.5875
13.68,6.937,6.7936,6.8423,6.8236,7.1276,7.0675,7.2273,7.1434,6.8929,6.4632,6.621,6.6071
13.76,6.908,6.9513,6.8753,6.7405,7.1556,7.0067,7.3096,7.2378,6.8984,6.482,6.5482,6.7707
13.84,6.8634,6.8824,6.8363,6.8409,7.1713,6.989,7.1741,7.116,7.2673,6.5955,6.5862,6.7242
13.92,6.8615,6.804,6.8409,6.9525,7.226,7.0116,7.1348,6.5868,7.587,6.7594,6.6866,6.7315
14,6.92,6.7842,6.7015,6.9206,7.0616,7.0745,7.2167,6.7428,7.3852,6.8577,6.7488,6.6988
14.08,6.9122,6.8058,6.5785,6.8019,7.0472,7.1463,7.2901,7.0615,7.0824,7.0633,6.7766,6.6856
14.16,6.9293,6.8322,6.6848,6.8208,7.1149,7.2176,7.2607,7.0284,7.0489,7.0088,6.7909,6.7432
14.24,6.9754,6.8878,6.7699,6.8008,7.1285,7.2335,7.1922,7.1185,7.0385,6.9796,6.7398,6.7106
14.32,7.0141,6.9714,6.7453,6.7913,7.1602,7.1506,7.2364,7.0688,6.9908,7.0323,6.7117,6.6957
14.4,7.051,6.9427,6.7451,6.8324,7.0857,7.1297,7.2723,7.0738,6.954,7.03,6.662,6.6953
14.48,7.1095,6.9374,6.8755,6.8556,7.0901,7.066,7.2691,7.1342,6.8063,6.9032,6.7698,6.6706
14.56,7.0953,6.876,6.9723,6.9025,7.0902,6.9357,7.2176,7.1259,6.7329,6.6629,6.8111,6.6028
14.64,7.0846,6.8494,6.8765,6.8135,7.1355,6.9333,7.1339,7.0777,6.8512,6.6359,6.7252,6.629
14.72,7.0765,6.8818,6.7692,6.7074,7.1879,7.0141,7.0977,7.0519,6.9847,6.7196,6.7134,6.6342
14.8,6.9492,6.8214,6.7243,6.7719,7.2011,7.0825,7.1943,7.0488,6.9325,6.797,6.731,6.5857
14.88,6.8811,6.7751,6.6896,6.8316,7.2188,7.1325,7.2681,7.0129,6.8687,6.8359,6.7235,6.5478
14.96,7.0507,6.8422,6.762,6.8099,7.1284,7.0399,7.2185,6.9976,6.902,6.7967,6.6313,6.5941
15.04,7.1814,6.9242,6.8698,6.7877,7.018,6.9571,7.1989,6.966,6.9603,6.7484,6.569,6.6595
